conta;valor;descricao
64;170,28;Lynolyresha
10;398,46;Laewataqomae
62;91,01;Qemarurigaecy
20;891,68;SHuxaga
95;140,73;Cepili
83;124,03;Kaegaeshaesha
90;19,64;Fajaesaegy
20;308,31;Juritacovae
57;290,44;Gohaefe
16;463,37;Jibaehae
66;683,22;Dafyroshuzhilaebae
95;178,15;Nyjegala
24;881,63;Hazhaelaqaemyxuwa
85;906,47;Waebyzhenena
17;781,57;Gaewoxa
48;362,36;Loxokikapyvo
99;723,36;Nuqopanyqajoxae
13;856,95;Paelera
37;421,43;Joluvyxeluvabi
35;223,64;Gufomo
84;187,54;SHugilylo
76;799,85;Taekebibaemygu
40;177,97;Bymotorosyle
77;611,98;Poxaerisecysha
50;464,53;Budaeliwo
45;16,46;Kifuqy
83;636,02;Pocaqydasy
66;744,06;Minybohebipivy
5;45,96;Lelemo
39;971,15;Wojyvotite
92;493,07;Faedifi
39;533,21;ZHyzhavosidu
81;503,74;Kakyci
96;679,23;Loraehyfo
66;550,15;Babukereraelo
73;671,01;Myvyjisakadoni
8;394,20;Futofa
16;793,60;Xyxyry
64;972,78;Gebashixae
36;503,84;Hisonyhaege
71;295,86;Xumyke
48;474,46;Kijygae
60;89,25;ZHopeva
26;47,71;Husaedy
45;795,34;Rofaxuve
21;96,61;Lycobihae
44;14,10;Sajashaejowo
30;178,60;Dukeshy
36;152,79;Pasypihucanyki
54;891,33;SHaqamaedoka
82;138,07;Naelaruvashana
28;898,50;Nyparaenibesube
57;170,56;Jyhaegaelecika
97;594,54;Sopylivowulela
90;961,18;Pulozhipi
91;893,03;Niholywilu
53;459,25;Wisehaetamy
42;529,72;Ripalo
16;398,26;Xagaete
97;240,86;Cikirae
77;528,03;Waelymaesho
77;901,04;Fulaesilorae
14;931,62;Walyji
81;801,14;Navajoduvasy
23;244,51;Sewuhaewo
52;801,80;Femaevowe
45;283,12;Xahohudidyhofo
12;595,08;Kywesebaexuqi
87;188,93;Dilucefysawenu
64;208,33;Rebaesuloshuqo
78;734,92;Jipyqapu
63;111,84;Beshaho
89;308,84;Devaewovazhaeby
41;50,19;Jypobanaevaki
13;211,50;Sukuvolishupige
8;113,40;SHevazhy
29;377,10;Waeshubevimi
50;321,67;Jafyromi
78;969,71;Bybuvoty
2;701,33;ZHopiko
27;82,07;Wyshekenitilaevi
38;582,60;Waelygolihomury
91;252,23;Lyfashi
62;218,05;Sujyshuci
92;370,65;Jyculeco
58;751,08;Rutecafysu
79;831,27;Herozhohae
97;204,34;Josevyfesywa
47;19,05;SHonigafaeru
70;479,21;SHucuxyshae
74;894,94;Lotapulyrira
73;591,36;Dylasyvilefery
15;53,00;Remuzhu
50;25,21;Gunexuxexaebote
89;988,83;Veshokote
96;551,91;Tiwaxolyte
63;943,09;Nuvisaeli
50;314,10;Daezhytaly
82;58,24;Vozhewy
57;823,41;Pihiciqynovi
62;463,99;ZHaetimusugae
32;661,48;Vaehesaejishubu
57;971,30;Wejetulylucaedo
76;316,10;Loxaeli
47;872,73;Pujaenu
49;335,10;Loduka
1;396,87;Laluzhifycae
31;395,03;Bamaetewaecyralu
71;292,44;SHaehikepyzhisozho
47;539,92;Haedarazhae
90;266,80;Kofifedafaetae
41;308,67;ZHymigati
8;782,99;Fivipohi
50;82,74;Lisykegecidu
11;561,52;Soxopequ
79;710,91;Ruzhewewaewi
61;523,97;Rujyshohehu
44;941,20;Rudaedovipae
56;681,50;Savumoxaebumawe
69;160,04;ZHohujaede
31;703,70;Bewogu
24;972,31;SHypaemaeshone
14;978,24;Vyqaropiceshe
33;922,40;Vixaebishetuqexy
5;769,25;Cuxidulelebicae
19;504,42;Qaepamaezhaero
67;89,71;Xowaelulamuni
49;923,17;Vidikolavugae
13;224,25;Meshobexykaesaejo
89;163,78;Lakikananuli
63;388,68;Raebuzhoryfymi
19;885,29;ZHizhujiku
12;187,18;Nepixikokifaha
92;548,38;Lanaeci
31;748,73;Bupitepyca
54;803,13;Hujeleshy
14;411,99;Saewanuhae
62;335,15;Nuriluvaezhute
5;90,57;Kywyby
96;792,61;Mubalafytilo
38;19,14;Haxyfylaexaguto
12;121,26;Patawe
5;570,84;Gehaxu
5;693,25;Laegaexyjale
80;874,05;Hunakasetobugu
97;550,83;Hapefe
80;934,91;Nushazhulae
72;22,80;Fijaepepivika
87;577,85;Tululyho
85;73,27;Ponujivy
82;546,21;SHaecaezheqonu
97;881,89;Kulyho
24;524,17;Jyrypi
94;68,46;Filako
49;937,49;Jadogidae
67;828,18;Faetyli
83;589,07;Hoqaju
67;563,06;Raepewa
18;113,01;Paezhexezhomyhofae
40;415,71;Kivigifenywaevy
28;359,43;Paqyhaelaeshae
95;817,16;Vofylataedidizhi
75;715,55;Qaveji
96;821,37;Seralasolu
62;265,89;Nuvovowivo
8;318,68;Puvilunusa
47;425,27;Wasashubae
31;165,30;Lapududy
76;569,09;Laemaeporae
15;275,85;Tivaemoxi
86;191,89;Junihyfa
69;880,75;Nyfavymomae
19;985,98;Hosaedykae
11;202,31;Dusevae
12;392,56;Jaesyjarureshae
49;386,41;Dijyjicawae
59;33,84;SHevylafomytu
58;720,48;SHoqaty
16;771,10;Naeqojixekeny
1;83,41;Loxamihe
36;925,64;ZHobusaebo
27;405,07;Cafozhaehelaenyqy
81;591,77;Vaexolaeqi
90;165,55;Kabitosyhasico
57;320,22;Kaeshejamenalyzhe
1;851,68;Cylaeme
35;719,25;Ciduvyni
69;700,73;Giwata
13;807,50;Rodysi
26;318,22;Mefowenyxopyxu
51;678,82;Kibaxoraelije
18;393,14;SHyzhyqyny
87;221,74;SHykehu
77;253,18;Viqewazhe
55;872,73;ZHexufaeko
5;379,23;Nenavegizhy
1;829,75;Pokitawuha
8;622,44;Tulyji
76;514,75;Bashyzhoxyny
37;143,84;Dishaejujogahu
21;677,00;Sysogokae
14;789,84;Vigyxobyqa
2;742,84;SHaevubaeju
77;967,30;Nofahefaeleli
98;969,53;Gybaqafyqy
59;103,39;Saenuka
45;282,67;Qagaesaezhemarywu
81;811,31;Luheshyshaevy
2;469,48;Rysypexae
69;975,53;Jerylaluwo
4;334,76;ZHyzhibu
43;992,34;Hemaepyxufasho
24;475,97;SHicyralyshaeshe
36;677,90;Pocuxiva
6;122,59;Birupymaepi
53;78,81;SHedotiti
76;389,62;Lucolijewiwe
56;147,04;Raepeshaeto
81;542,26;Qociji
96;759,14;ZHaelaemimolaexuky
75;534,78;Salepixaha
20;766,32;Jaenalaexobu
19;20,40;SHeqojyxefopaewy
95;264,33;Likulu
14;963,73;Mukihymaxofelu
72;45,92;Norushasinekeshy
46;52,56;Wimotycewijimae
51;820,15;SHutaenyzhebae
38;335,70;Maeraezhisesi
5;183,27;Rivizhulalefu
4;700,46;Lohofuperu
21;87,39;Taemahupisha
73;696,18;Xaetaeqaby
33;986,74;Fararahajyvyta
61;125,37;Bidoxishaepukiga
4;290,47;Fumasishaedae
54;876,81;Repoxizhocaeho
59;628,23;Daefuseqone
43;170,69;Luryxae
11;494,60;Fifizhaelejove
11;704,54;Rodemylo
97;575,64;Dygyja
90;319,20;Pukupofylafivi
51;209,13;Xypujaeshaewy
31;66,58;Waekudaehucekede
82;164,98;ZHohafy
49;486,31;Gomepuxexaejo
71;964,21;Hinisaetezhae
86;462,47;Myceshawuru
55;127,71;Siwegyje
72;202,48;ZHiherywaeki
51;137,90;Loqikimory
54;794,17;Baqiraqaetuxuqo
80;332,12;Bugebejegyjyle
8;149,48;Kemigedosae
17;604,55;Tuxeqaeqyby
90;691,10;Lydyzhycilaelo
72;804,09;Legidyqiwawi
20;420,05;Kefamalaevopae
33;909,08;Paecyjela
1;807,13;Tubaedizholepetu
66;63,74;Nopizhegaejy
68;652,87;Vityjuga
94;148,07;Fybicefegu
95;851,59;Dyxuju
24;467,29;Gemuraejuzhiru
30;825,63;Lydomekaelaetudy
1;270,51;Qecazhy
45;895,38;Laeraezhoqi
63;928,05;Xoryhijasagu
26;784,35;Cybelidemixe
87;259,76;Pacutufyfuqicu
34;584,06;Fagimicotepu
37;529,57;Laewafymi
74;940,65;Bapaesuxobo
44;863,15;Fesheqehalae
40;306,23;Poluru
62;836,68;Gefifadonivoshi
95;184,44;Kimolaebote
36;176,49;Gahikogaxa
79;164,31;Pelubi
15;844,56;Doliryhaelanu
98;414,02;Raenefyshaesugae
4;151,50;Pyshibapishevujo
98;44,16;Velygudozhae
25;879,28;Raloluby
46;184,08;Gaeshoqu
78;909,38;Wudame
24;529,36;Cobiqu
15;268,48;SHofasu
88;954,30;Wifaehi
16;315,83;Kokyho
65;850,31;Lushoxagutehu
82;762,40;Suqalide
42;843,85;Sulysa
31;270,82;Kihozhifa
70;404,86;Goqiqoguzhalefu
91;578,05;Jaewixopotae
3;641,28;Tomojyjokesyshy
1;736,69;Lokurybumaedu
84;376,32;Sazhinode
14;634,04;Famupeshadaeshigy
69;314,54;Ryrivulo
65;294,89;Susaexeduwiqavu
83;696,13;Tekilaji
91;549,11;Lobuxalaekyshaehy
37;51,26;Qyxekoxohekae
85;965,23;Dacyraejuhe
62;374,59;Lotabaezhamovi
80;64,09;Luhexae
89;742,44;Waevacaeke
89;944,32;Nequhataqufi
17;680,90;Gyqyju
89;422,73;Vomycaxigukyjy
59;557,14;Tamevyra
11;842,75;Widuleshuqu
13;673,94;Caelesaba
41;239,82;Wemysaexeba
56;334,72;SHotade
74;624,52;Cebele
3;795,16;Faemukova
64;842,81;Qaeniqilujija
23;840,37;Galixosae
9;574,65;Neshotaemy
8;791,10;Rijisaegaesudu
29;674,74;Vetaeco
58;916,61;Jokyzhaeli
35;262,70;Holaetiwaetuxe
1;142,81;Daeshyhelaqoxa
2;709,04;Nudacyxizhaxu
71;0,29;Cushuva
78;131,12;Rarugaevyfaqa
83;312,58;Syhygotaemo
52;368,96;Saevatuzho
44;99,19;Tamylijuka
54;131,92;Goluqy
74;739,25;Xycawosaewaecedu
75;31,13;Nuvimatae
83;646,64;Dacimaezha
73;476,30;ZHeshaebiwy
46;975,21;Nyzhiruhi
53;895,99;Byxupishaemo
39;603,92;Pytyle
29;298,63;Liqaemocyrewae
57;774,11;Lubogaxylyji
97;852,93;Hobaeshae
80;526,19;Fefamiditami
99;688,49;Qysaece
22;430,46;ZHosimae
75;388,31;Ceduqalygefy
79;62,97;Laducae
80;770,39;Natashaehaniwazha
96;814,28;Dotogise
63;222,12;Gyqaxyju
66;814,50;Paeshaeka
39;512,12;Giryvurygo
8;941,58;Webaduha
60;763,55;Rynimo
76;93,96;Bewuwila
29;812,29;Sijijuku
5;985,87;Secira
68;430,86;Bocylogeloxafa
43;302,77;Xyroly
63;38,04;Mymuzhexy
61;372,32;Qypolabu
33;986,20;ZHygagepuganycy
82;57,10;Cejucuruko
63;810,55;Kunusi
74;538,34;Caledaemynuge
71;185,13;Bemubituvicana
47;546,14;ZHegokamoja
70;376,78;Nogokimidi
42;540,48;Jalopi
1;55,47;Jidymywekivewo
84;829,28;Kuzhaesatae
71;26,41;Kutydibaexi
24;493,09;Gelalolu
61;780,39;Goshymuvexo
28;998,89;Poshebu
8;835,90;Penywiceku
83;405,20;Mixatakaly
57;991,48;Cycabifeqe
90;45,01;SHakewykaecoshu
75;839,01;Welishae
72;983,23;Ripiwaefimokygu
26;274,88;ZHopumu
83;26,17;Wululumisha
29;832,30;Laevile
75;913,17;Fonogogovozho
40;555,99;Xuguqu
71;584,68;Waeregybapae
25;125,83;SHycylaecavela
77;977,32;Wovezhowepyvi
89;119,95;Qizhynaezhimoxy
77;513,01;Jaragadipira
79;635,89;Nedyzhiducaehuke
70;982,91;Kyrinazhalo
86;734,85;Gaeshexaeqapi
89;856,39;Tihyfulunu
87;709,75;Cyripaqoxe
80;215,31;Maeqecahelaenu
98;626,61;Caesushacixi
40;401,57;Gaquzheqiso
86;848,22;Bulenule
56;632,11;Hiqikihuqyfe
33;433,22;Puraewyshehiqu
61;325,57;Bucuxaeqocadeso
82;333,74;Huwaecatafacyse
96;42,55;Vuwukirihyri
86;873,02;ZHymaexaeju
73;588,39;Pakegihexymyfo
12;587,36;Mobenohojaeqyxo
67;712,98;Lusheshixahocyshe
3;630,43;Relelaefe
39;438,71;Diruqany
71;196,73;Pelyxuremeshe
84;271,48;Laryta
12;12,19;Xaedulatae
86;821,62;Xyceramyshuxovae
49;509,63;Vybomygaepejo
63;253,96;Wupoxy
67;568,69;Gogivashaqelumi
26;752,15;Qitaerokuwu
73;278,12;Resatysanosae
91;717,05;Fonalo
4;584,11;Debaenatotaejae
40;220,27;Defaecu
19;349,17;Hofixakonoly
68;516,15;SHaelinobukaexove
44;235,71;Mynamy
21;874,55;Sujyfaeraeshovipa
34;872,01;Roboja
41;167,82;Nashaexanuluka
44;499,96;Qovemo
89;316,22;Jopytuwywae
27;605,33;Taexire
2;94,56;Tazhyhu
18;485,29;Daewyshasifore
63;932,14;Bysazhenojeqe
98;464,66;Vaxemevaefuzhaefae
73;110,18;Wudaexaexy
74;829,45;SHyxamaezhu
39;973,58;Xamezhitela
97;611,33;Qyrinuhyli
63;820,76;Gynozhe
14;715,17;Recydae
35;845,95;Ligubogybaeka
29;448,10;Qufoci
13;137,32;Jevozhilewokylae
71;822,35;Hidagikegywife
53;809,34;Gugalapaepaegifo
52;353,23;Dufulidyxopelo
53;190,51;Matero
53;963,57;ZHymaetekexymyxy
24;44,06;Pemumigaeqiba
62;363,96;Jajuki
91;929,16;Lokenefuxago
86;974,88;Cumiju
32;264,15;Naelaralibae
47;963,01;Defaeshe
30;511,00;Lybula
50;42,80;Hefaeqoshaeshygu
25;268,55;Pymiqihaexi
10;627,60;Dashaluhyloli
4;1,38;Xylamulowe
93;236,19;Daelykotysoci
43;467,42;Wifudae
82;658,94;Hoxeneho
32;493,19;Nipyroviqovadi
15;173,77;Nibuwefaewe
37;59,78;Qaetifoqucae
86;230,26;Dyshewyqofugae
61;688,84;Baepulaeko
26;780,72;Pogezhuluvaezhyji
33;589,58;Darasavaetozhake
87;950,70;Cosorodyka
55;727,30;Maximycymu
82;903,44;Jataecyloshequ
99;587,32;Raemenashi
70;333,97;Gewanaewezho
59;261,94;Ceviwovobi
33;965,38;Hilevagaenitaehu
84;164,63;Retalu
59;821,31;Hexubaecofae
5;229,72;ZHytylinapegu
69;307,43;Farohomarepemy
54;521,84;Nitiraepe
9;575,94;Hyfemiju
97;525,86;Vugaeduli
19;882,76;Rylofaxugu
14;916,49;Gopaefyjy
2;905,33;Gucila
81;927,59;Cuwapanu
76;975,54;Dytasoliqavi
87;37,54;Latuwo
15;725,09;Lylyrojae
74;337,53;Lovyvi
52;920,44;Baeshuxe
56;915,51;Gewetucy
90;303,79;Luqoxaeshyshynycu
6;668,31;Bominerusiqaete
74;438,18;Daezhikeshaemifo
63;415,46;Vacykikexewae
81;308,42;Doqaworilofu
21;171,62;Vypica
68;684,01;Moshinydi
38;410,64;Wagejoveky
60;578,15;Kociwojocike
23;606,35;SHolosenoxi
31;638,15;SHopuva
63;652,57;Lozhaewo
15;752,59;Lihovumilohovu
61;309,53;Haeretoji
27;561,58;Fotivyqepycuty
37;627,62;Paqupi
13;111,61;Jaewisaehaemi
28;334,83;Kifycae
67;787,88;SHyhylinisae
90;20,16;Misuzhe
83;261,92;Xygikoxuzhaebaeja
37;91,05;Tyqutesaerela
86;738,96;Gajevuloritega
69;798,69;Naefakoluxi
57;599,03;Cixoshoneja
1;317,82;Dizhosulegufu
28;217,01;Xejuraxytujae
19;998,30;Lobaxavo
86;839,94;SHaegezhorefoka
29;458,12;Laloradihy
84;622,28;Wovevafy
96;900,64;Gevodizhelahapo
38;4,65;SHubaqiqube
3;201,41;Lyraeshaerosu
9;687,02;Qaxepohaeliwe
34;249,10;Sikywyry
96;54,74;Jupixi
41;991,25;Datexato
37;307,12;Favemisegy
7;569,44;Faelygaxiraege
56;414,00;Ricodetofosaeqi
11;179,90;Myzhiho
20;569,76;Loqaegilite
57;832,62;Gerawulo
30;33,69;Naevyfyweshuru
80;711,70;Qaenumaewynae
22;364,41;Daegomefepaxixe
10;384,34;Xabaerysu
88;421,38;Nafinuzhae
72;41,83;ZHimaetihaehi
98;39,91;Luhyjagobashae
42;214,63;Cobuxymygyshae
31;928,26;Wagevoli
52;566,99;Vovipumeleshu
73;653,42;Sohosuci
89;829,63;Banyzhygaesavaenu
85;455,20;ZHevoryba
64;327,78;Cidawyvaemyruny
30;915,14;Locyfu
74;775,59;Laelijoqy
68;710,88;Talosurino
60;98,49;Niwyfu
70;976,87;Vezhaefimashy
82;917,51;Levaejy
23;964,06;Dypigaesaqonizhu
74;837,06;Guhopebaexy
38;311,57;SHebuwovaely
33;844,10;Balyzhufaru
15;476,22;Wygumerixa
62;327,49;Taewaxisu
95;786,98;SHaexyjozhalywace
66;38,39;Qaezhulynowy
55;752,55;ZHaefufaefyxy
2;46,82;Hahupobi
34;2,31;Laezhekameri
17;448,53;Panolepade
89;835,66;Pidybozherebahi
76;567,69;Saebolekala
71;683,60;Kigyquqozhagu
20;396,61;Fymozhaebawaely
18;315,49;Pebukykezhuxe
33;254,74;Tykakolodae
89;595,57;Tulanuzha
53;972,24;Nekypi
26;42,49;Madishaefa
74;186,75;SHojohoxe
52;467,95;Qujitashaekalizhy
53;326,99;Rebyhibaejesa
89;537,75;Lymijaeli
38;849,95;Vopiraexajexipo
65;133,62;Mogalihaesho
8;992,96;Manakolajapaedy
93;493,22;ZHaewykakaeparydo
69;109,77;Tozhahyboqa
73;796,93;Boshelae
20;964,30;Keraemaepekalaqa
55;660,72;Sycuki
32;27,11;Paecavesha
18;331,21;Jaeshequguqukawu
39;296,06;Bylapyla
68;304,60;Fykojymexo
79;58,16;Cuwybaeho
75;688,67;Nigubepa
52;239,44
77;172,28;Qupaluhu
17;433,46;Curajurykaecaehu
87;797,08;Toshusihi
1;688,36;Laehigy
82;908,41;Lususybaexu
31;683,76;Haekaejoxo
94;879,50;Femaevycegae
49;935,69;Vifipoxe
26;589,14;Gaefudajumaele
24;645,03;Lirera
5;611,41;Vexyje
58;204,98;Gaebaeji
14;193,29;Badaly
34;333,06;Vykiqo
47;38,91;Cusihaezhupezhaezhy
79;438,99;Loperutati
75;515,81;Hahaetylu
78;739,70;Fishepy
6;221,66;Saqemaelaefe
98;151,16;Hysego
40;619,10;Gygeluno
85;951,64;Vaeducapaewu
79;245,37;Jaqaqo
54;179,34;Wolaelehu
76;23,17;Xajaecoluwijihi
99;108,24;Qiheluhae
38;867,50;ZHoryretonoshogo
10;306,48;Hadehodushu
77;501,56;SHamujozhaemeryle
84;21,22;Gatifaecavaeva
3;235,00;Jusiveji
68;842,32;Gusobihefedaezhy
31;454,93;Bijose
92;739,73;Caesahisuwymu
4;135,30;Buhyfaega
17;158,90;Daecuso
29;293,35;Bidekyjaewaezhyzhi
20;639,17;Xibupuny
47;585,46;Vysojeludydy
65;779,89;Fofuwymoqipo
99;33,10;Ciwacalypo
28;834,90;Pilalaefafojyni
79;528,63;SHosiji
69;910,70;Jalaeshofuru
56;414,93;ZHoxyvaenehysuly
97;168,48;Gydahe
29;811,50;Wipaezhyzholuge
35;773,13;Saelydiqi
10;467,16;Cisaemeqe
4;744,43;Soxoseha
9;850,96;Qaeruxylawunishi
65;619,84;Refugaehyfe
81;645,96;Mebevivi
14;334,80;Vaebesoruxae
24;991,98;Silanuralo
67;11,40;Maetari
34;890,81;Baqivushy
72;735,01;Lyjaezhonoqa
15;9,31;Jecenuvitae
57;352,30;Waefaeshushaheny
64;890,36;ZHopilykoxejale
62;432,45;Wygalococy
93;896,24;Wylaezhybati
53;543,66;Muraedagiha
40;734,34;Maexixugoryli
58;543,23;Curorycysaelyxa
73;234,75;Fozhaeki
59;147,70;Lipicavavo
59;834,47;Daexashe
4;441,71;Mipydoxudufae
83;109,19;Guweshaeky
26;394,22;Lymoxivabae
96;562,37;Jyjamamyjaeledy
80;709,28;Jelyjushypypybae
58;66,87;Keqemyraezhu
43;710,70;Xikejaekuwati
38;293,21;Gysilopa
2;294,94;Mejaekyvele
12;55,06;Fifega
88;621,89;Cuxulome
42;676,79;ZHushasegaelyhijy
63;800,16;Rywyla
4;96,38;Kyluhalicunyra
19;434,10;Leqinesafy
63;784,05;Gisuji
48;527,87;SHabalyjupali
49;475,04;Vonukivoli
57;133,26;Tebemishobae
53;242,95;ZHazhulusae
88;314,09;Lesubeneqakeda
74;209,87;Gulygejenowae
77;18,17;Voxonizhanagi
72;658,30;Laelanunivemiby
8;424,29;Tufadae
